name,price,unit_price,district_code,segment,type,area,level,remaining_years,date 
CARABELLE,1180000,1246,5,OCR,Resale,947,06 to 10,866.0,Jan-18
CARIBBEAN AT KEPPEL BAY,1458000,1632,4,RCR,Resale,893,01 to 05,80.0,Jan-18
THE CREST,2613000,1798,3,RCR,Resale,1453,06 to 10,93.0,Jan-18
QUEENS PEAK,1673000,1786,3,RCR,New Sale,936,36 to 40,96.0,Jan-18
PARC RIVIERA,1336000,1160,5,OCR,New Sale,1152,11 to 15,96.0,Jan-18
QUEENS PEAK,1395000,1800,3,RCR,New Sale,775,26 to 30,96.0,Jan-18
HIGHLINE RESIDENCES,2700000,2090,3,RCR,New Sale,1292,26 to 30,94.0,Jan-18
THE PARC CONDOMINIUM,1800000,950,5,OCR,Resale,1894,01 to 05,999.0,Jan-18
BOTANNIA,1475000,1192,5,OCR,Resale,1238,01 to 05,866.0,Jan-18
REGENT PARK,900000,984,5,OCR,Resale,915,06 to 10,74.0,Jan-18
BLUE HORIZON,910000,983,5,OCR,Resale,926,06 to 10,81.0,Jan-18
QUEENS PEAK,1773000,1681,3,RCR,New Sale,1055,26 to 30,96.0,Jan-18
THE INTERLACE,2380000,1348,4,RCR,Resale,1765,06 to 10,90.0,Jan-18
THE BERTH BY THE COVE,3350000,1084,4,CCR,Resale,3089,06 to 10,85.0,Jan-18
THE TRILINQ,1588000,1180,5,OCR,New Sale,1346,06 to 10,93.0,Jan-18
ASCENTIA SKY,1930000,1309,3,RCR,Resale,1475,16 to 20,89.0,Jan-18
CARIBBEAN AT KEPPEL BAY,2150000,1611,4,RCR,Resale,1335,01 to 05,80.0,Jan-18
EMERALD GARDEN,2150000,1598,1,RCR,Resale,1346,01 to 05,808.0,Jan-18
THE TRILINQ,1682000,1250,5,OCR,New Sale,1346,21 to 25,93.0,Jan-18
HIGHLINE RESIDENCES,2587500,2003,3,RCR,New Sale,1292,26 to 30,94.0,Jan-18
HIGHLINE RESIDENCES,2625000,2032,3,RCR,New Sale,1292,26 to 30,94.0,Jan-18
HIGHLINE RESIDENCES,2245000,1830,3,RCR,New Sale,1227,01 to 05,94.0,Jan-18
PARC RIVIERA,811000,1345,5,OCR,New Sale,603,16 to 20,96.0,Jan-18
HIGHLINE RESIDENCES,2301750,1998,3,RCR,New Sale,1152,26 to 30,94.0,Jan-18
HIGHLINE RESIDENCES,2362500,1829,3,RCR,New Sale,1292,01 to 05,94.0,Jan-18
TANGLIN VIEW,1390000,1207,3,RCR,Resale,1152,01 to 05,78.0,Jan-18
HIGHLINE RESIDENCES,2662500,2061,3,RCR,New Sale,1292,26 to 30,94.0,Jan-18
REFLECTIONS AT KEPPEL BAY,1930000,1907,4,RCR,Resale,1012,16 to 20,87.0,Jan-18
LE HILL CONDOMINIUM,1070000,1058,5,RCR,Resale,1012,01 to 05,999.0,Jan-18
REFLECTIONS AT KEPPEL BAY,8000000,2732,4,RCR,Resale,2928,01 to 05,87.0,Jan-18
PRINCIPAL GARDEN,1418000,1849,3,RCR,New Sale,764,21 to 25,95.0,Jan-18
THE TRILINQ,1466000,1322,5,OCR,New Sale,1109,26 to 30,93.0,Jan-18
BANYAN CONDOMINIUM,1250000,1117,5,RCR,Resale,1119,01 to 05,999.0,Jan-18
REFLECTIONS AT KEPPEL BAY,1850000,1521,4,RCR,Resale,1216,06 to 10,87.0,Jan-18
BLUE HORIZON,1195000,1038,5,OCR,Resale,1152,16 to 20,81.0,Jan-18
CENTRAL GREEN CONDOMINIUM,1100000,1419,3,RCR,Resale,775,06 to 10,73.0,Jan-18
PARC RIVIERA,1141000,1152,5,OCR,New Sale,990,06 to 10,96.0,Jan-18
PARC RIVIERA,1348000,1170,5,OCR,New Sale,1152,16 to 20,96.0,Jan-18
DOVER PARKVIEW,1000000,1032,5,RCR,Resale,969,06 to 10,74.0,Jan-18
THE CREST,2488000,2045,3,RCR,Resale,1216,01 to 05,93.0,Jan-18
PARC RIVIERA,1202460,1214,5,OCR,New Sale,990,21 to 25,97.0,Dec-17
PARC RIVIERA,1152000,1274,5,OCR,New Sale,904,26 to 30,97.0,Dec-17
QUEENS PEAK,1588000,1844,3,RCR,New Sale,861,36 to 40,97.0,Dec-17
PARC RIVIERA,883000,1243,5,OCR,New Sale,710,11 to 15,97.0,Dec-17
PARC RIVIERA,610000,1318,5,OCR,New Sale,463,31 to 35,97.0,Dec-17
PARC RIVIERA,1288700,1088,5,OCR,New Sale,1184,01 to 05,97.0,Dec-17
PARC RIVIERA,1067220,1180,5,OCR,New Sale,904,06 to 10,97.0,Dec-17
PARC RIVIERA,1299000,1128,5,OCR,New Sale,1152,06 to 10,97.0,Dec-17
PARC RIVIERA,763000,1266,5,OCR,New Sale,603,16 to 20,97.0,Dec-17
PARC RIVIERA,755000,1253,5,OCR,New Sale,603,06 to 10,97.0,Dec-17
PARC RIVIERA,1093000,1209,5,OCR,New Sale,904,11 to 15,97.0,Dec-17
PARC RIVIERA,1325000,1119,5,OCR,New Sale,1184,01 to 05,97.0,Dec-17
PARC RIVIERA,1373000,1192,5,OCR,New Sale,1152,16 to 20,97.0,Dec-17
PARC RIVIERA,1397000,1213,5,OCR,New Sale,1152,21 to 25,97.0,Dec-17
PARC RIVIERA,816000,1354,5,OCR,New Sale,603,31 to 35,97.0,Dec-17
PARC RIVIERA,1064280,1177,5,OCR,New Sale,904,11 to 15,97.0,Dec-17
QUEENS PEAK,1318000,1633,3,RCR,New Sale,807,11 to 15,97.0,Dec-17
PARC RIVIERA,1487000,1256,5,OCR,New Sale,1184,26 to 30,97.0,Dec-17
QUEENS PEAK,1330000,1647,3,RCR,New Sale,807,11 to 15,97.0,Dec-17
LE HILL CONDOMINIUM,1060888,1071,5,RCR,Resale,990,01 to 05,999.0,Dec-17
QUEENS PEAK,1418000,1668,3,RCR,New Sale,850,26 to 30,97.0,Dec-17
DOVER PARKVIEW,980000,1046,5,RCR,Resale,936,01 to 05,75.0,Dec-17
QUEENS PEAK,1315000,1697,3,RCR,New Sale,775,16 to 20,97.0,Dec-17
PARC RIVIERA,1491505,1260,5,OCR,New Sale,1184,26 to 30,97.0,Dec-17
QUEENS PEAK,1681000,1679,3,RCR,New Sale,1001,26 to 30,97.0,Dec-17
QUEENS PEAK,1775070,1773,3,RCR,New Sale,1001,36 to 40,97.0,Dec-17
PARC RIVIERA,1100000,1217,5,OCR,New Sale,904,11 to 15,97.0,Dec-17
QUEENS,1560000,1318,3,RCR,Resale,1184,36 to 40,80.0,Dec-17
PARC RIVIERA,919000,1294,5,OCR,New Sale,710,21 to 25,97.0,Dec-17
PRINCIPAL GARDEN,1415000,1845,3,RCR,New Sale,764,21 to 25,96.0,Dec-17
PRINCIPAL GARDEN,1421000,1853,3,RCR,New Sale,764,21 to 25,96.0,Dec-17
THE INTERLACE,2470000,1221,4,RCR,Resale,2024,01 to 05,91.0,Dec-17
SEAHILL,880000,1319,5,OCR,Resale,667,11 to 15,93.0,Dec-17
THE TRILINQ,1789000,1013,5,OCR,New Sale,1765,01 to 05,94.0,Dec-17
WESTCOVE CONDOMINIUM,938888,847,5,OCR,Resale,1109,06 to 10,77.0,Dec-17
PARC RIVIERA,1072000,1186,5,OCR,New Sale,904,06 to 10,97.0,Dec-17
ASCENTIA SKY,2600000,1500,3,RCR,Resale,1733,41 to 45,90.0,Dec-17
HERITAGE VIEW,1130000,1166,5,RCR,Resale,969,06 to 10,78.0,Dec-17
THE INTERLACE,1350000,1267,4,RCR,Resale,1066,01 to 05,91.0,Dec-17
THE ANCHORAGE,1975000,1349,3,RCR,Resale,1464,01 to 05,999.0,Dec-17
HIGHLINE RESIDENCES,1950000,1693,3,RCR,New Sale,1152,01 to 05,95.0,Dec-17
PARC RIVIERA,1130000,1141,5,OCR,New Sale,990,01 to 05,97.0,Dec-17
VARSITY PARK CONDOMINIUM,1500000,1152,5,OCR,Resale,1302,01 to 05,86.0,Dec-17
QUEENS PEAK,1788000,1695,3,RCR,New Sale,1055,31 to 35,97.0,Dec-17
QUEENS,1380000,1166,3,RCR,Resale,1184,26 to 30,80.0,Dec-17
THE CREST,2827000,1837,3,RCR,Resale,1539,16 to 20,94.0,Dec-17
PARC RIVIERA,1181000,1306,5,OCR,New Sale,904,31 to 35,97.0,Dec-17
THE ANCHORAGE,1550000,1333,3,RCR,Resale,1163,06 to 10,999.0,Dec-17
QUEENS PEAK,1573000,1850,3,RCR,New Sale,850,31 to 35,97.0,Dec-17
PARC RIVIERA,935000,1316,5,OCR,New Sale,710,26 to 30,97.0,Dec-17
ISLAND VIEW,3650000,1177,5,RCR,Resale,3100,01 to 05,999.0,Dec-17
QUEENS PEAK,1355000,1678,3,RCR,New Sale,807,16 to 20,97.0,Dec-17
PARC RIVIERA,1400000,1182,5,OCR,New Sale,1184,16 to 20,97.0,Dec-17
THE TRILINQ,1412000,1274,5,OCR,New Sale,1109,16 to 20,94.0,Dec-17
THE CREST,1804000,1904,3,RCR,Resale,947,01 to 05,94.0,Dec-17
CORALS AT KEPPEL BAY,2460000,1800,4,RCR,Resale,1367,01 to 05,89.0,Dec-17
THE AZURE,5900000,1431,4,CCR,Resale,4123,06 to 10,87.0,Dec-17
THE PEARL @ MOUNT FABER,1590000,1145,4,RCR,Resale,1389,01 to 05,84.0,Dec-17
ECHELON,1450000,1981,3,RCR,Resale,732,31 to 35,94.0,Dec-17
PARC RIVIERA,1285760,1086,5,OCR,New Sale,1184,01 to 05,97.0,Dec-17
MONTEREY PARK CONDOMINIUM,1870000,1151,5,OCR,Resale,1625,01 to 05,867.0,Dec-17
FABER CREST,1460000,837,5,OCR,Resale,1744,01 to 05,78.0,Dec-17
BLUE HORIZON,868000,960,5,OCR,Resale,904,01 to 05,82.0,Dec-17
PARC RIVIERA,855540,1204,5,OCR,New Sale,710,06 to 10,97.0,Dec-17
PARC RIVIERA,959000,1350,5,OCR,New Sale,710,31 to 35,97.0,Dec-17
HIGHLINE RESIDENCES,2100000,1823,3,RCR,New Sale,1152,01 to 05,95.0,Dec-17
PARC RIVIERA,810000,1344,5,OCR,New Sale,603,21 to 25,97.0,Dec-17
PARC RIVIERA,1468000,1275,5,OCR,New Sale,1152,31 to 35,97.0,Dec-17
QUEENS PEAK,1309000,1689,3,RCR,New Sale,775,16 to 20,97.0,Dec-17
QUEENS,1380000,1166,3,RCR,Resale,1184,16 to 20,80.0,Dec-17
THE METROPOLITAN CONDOMINIUM,1930000,1412,3,RCR,Resale,1367,26 to 30,88.0,Dec-17
PARC RIVIERA,1329000,1154,5,OCR,New Sale,1152,11 to 15,97.0,Dec-17
THE PARC CONDOMINIUM,1580000,1223,5,OCR,Resale,1292,06 to 10,999.0,Dec-17
DOVER PARKVIEW,1000000,1032,5,RCR,Resale,969,01 to 05,75.0,Dec-17
CLYDESVIEW,2750000,1290,3,RCR,Resale,2131,01 to 05,999.0,Dec-17
THE CREST,2963000,1823,3,RCR,Resale,1625,16 to 20,94.0,Dec-17
QUEENS PEAK,1445340,1721,3,RCR,New Sale,840,31 to 35,97.0,Dec-17
BLUE HORIZON,1130000,929,5,OCR,Resale,1216,01 to 05,82.0,Dec-17
CARIBBEAN AT KEPPEL BAY,1400000,1567,4,RCR,Resale,893,01 to 05,81.0,Dec-17
QUEENS PEAK,1509600,1594,3,RCR,New Sale,947,26 to 30,97.0,Dec-17
QUEENS PEAK,1312000,1625,3,RCR,New Sale,807,11 to 15,97.0,Dec-17
ECHELON,925000,2046,3,RCR,Resale,452,06 to 10,94.0,Dec-17
THE VISION,1500000,1191,5,OCR,Resale,1259,11 to 15,90.0,Dec-17
QUEENS PEAK,1347000,1738,3,RCR,New Sale,775,21 to 25,97.0,Dec-17
HIGHLINE RESIDENCES,2150000,1752,3,RCR,New Sale,1227,01 to 05,95.0,Dec-17
QUEENS PEAK,1592000,1700,3,RCR,New Sale,936,31 to 35,97.0,Dec-17
THE VISION,1550000,1231,5,OCR,Resale,1259,26 to 30,90.0,Dec-17
RIVER PLACE,1120000,1406,3,RCR,Resale,797,06 to 10,77.0,Dec-17
PARC RIVIERA,1335740,1128,5,OCR,New Sale,1184,11 to 15,97.0,Dec-17
THE TRILINQ,1423000,1283,5,OCR,New Sale,1109,21 to 25,94.0,Dec-17
THE OCEANFRONT @ SENTOSA COVE,3720600,1800,4,CCR,Resale,2067,06 to 10,87.0,Dec-17
HIGHLINE RESIDENCES,2114200,1836,3,RCR,New Sale,1152,16 to 20,95.0,Dec-17
BLUE HORIZON,1178000,1023,5,OCR,Resale,1152,06 to 10,82.0,Dec-17
REFLECTIONS AT KEPPEL BAY,3229380,1911,4,RCR,Resale,1690,01 to 05,88.0,Dec-17
THE INTERLACE,4600000,767,4,RCR,Resale,5996,21 to 25,91.0,Dec-17
REFLECTIONS AT KEPPEL BAY,1430000,1563,4,RCR,Resale,915,26 to 30,88.0,Dec-17
ECHELON,1210000,1653,3,RCR,Resale,732,06 to 10,94.0,Dec-17
THE CREST,2108000,1780,3,RCR,Resale,1184,01 to 05,94.0,Dec-17
THE TRILINQ,1580000,1165,5,OCR,New Sale,1356,06 to 10,94.0,Dec-17
QUEENS PEAK,1785000,1783,3,RCR,New Sale,1001,36 to 40,97.0,Dec-17
PARC RIVIERA,1416000,1229,5,OCR,New Sale,1152,26 to 30,97.0,Dec-17
PARC RIVIERA,954000,1343,5,OCR,New Sale,710,26 to 30,97.0,Dec-17
QUEENS,1760000,1248,3,RCR,Resale,1410,31 to 35,80.0,Dec-17
THE TRILINQ,898000,1669,5,OCR,New Sale,538,26 to 30,94.0,Dec-17
THE CREST,2932000,1932,3,RCR,Resale,1518,11 to 15,94.0,Dec-17
QUEENS PEAK,1295000,1671,3,RCR,New Sale,775,16 to 20,97.0,Dec-17
HUNDRED TREES,950000,1209,5,OCR,Resale,786,01 to 05,867.0,Dec-17
THE INTERLACE,2600000,692,4,RCR,Resale,3757,06 to 10,91.0,Dec-17
HIGHLINE RESIDENCES,1750000,1548,3,RCR,New Sale,1130,01 to 05,95.0,Dec-17
ECHELON,2750000,1750,3,RCR,Resale,1572,31 to 35,94.0,Dec-17
FABER CREST,1018000,815,5,OCR,Resale,1249,01 to 05,78.0,Dec-17
HIGHLINE RESIDENCES,2050000,1671,3,RCR,New Sale,1227,01 to 05,95.0,Dec-17
PARC RIVIERA,845740,1190,5,OCR,New Sale,710,01 to 05,97.0,Dec-17
BLUE HORIZON,1190000,1033,5,OCR,Resale,1152,21 to 25,82.0,Dec-17
SEAHILL,780000,1421,5,OCR,Resale,549,06 to 10,93.0,Dec-17
THE INTERLACE,3039000,789,4,RCR,Resale,3854,11 to 15,91.0,Dec-17
HIGHLINE RESIDENCES,2516800,1948,3,RCR,New Sale,1292,21 to 25,95.0,Dec-17
EMERALD PARK,1150000,1149,3,RCR,Resale,1001,01 to 05,73.0,Dec-17
THE TRILINQ,1399000,1262,5,OCR,New Sale,1109,16 to 20,94.0,Dec-17
THE CREST,3256000,1914,3,RCR,Resale,1701,01 to 05,94.0,Dec-17
SEAHILL,1350000,1568,5,OCR,Resale,861,16 to 20,93.0,Dec-17
CLEMENTIWOODS CONDOMINIUM,2220000,893,5,OCR,Resale,2486,01 to 05,88.0,Dec-17
QUEENS PEAK,1766000,1674,3,RCR,New Sale,1055,26 to 30,97.0,Dec-17
HIGHLINE RESIDENCES,1950000,1589,3,RCR,New Sale,1227,01 to 05,95.0,Dec-17
BOTANNIA,1090000,1177,5,OCR,Resale,926,06 to 10,867.0,Dec-17
QUEENS PEAK,1416780,1496,3,RCR,New Sale,947,11 to 15,97.0,Dec-17
PARC RIVIERA,1168000,1292,5,OCR,New Sale,904,31 to 35,97.0,Dec-17
TANGLIN VIEW,1535000,1229,3,RCR,Resale,1249,11 to 15,79.0,Dec-17
MARINA BAY RESIDENCES,2220000,1964,1,CCR,Resale,1130,21 to 25,87.0,Dec-17
PARC RIVIERA,1222000,1234,5,OCR,New Sale,990,21 to 25,97.0,Dec-17
CARIBBEAN AT KEPPEL BAY,1460000,1739,4,RCR,Resale,840,06 to 10,81.0,Dec-17
ASCENTIA SKY,1500000,1482,3,RCR,Resale,1012,36 to 40,90.0,Dec-17
HIGHLINE RESIDENCES,1850000,1637,3,RCR,New Sale,1130,01 to 05,95.0,Dec-17
PARC RIVIERA,1400000,1182,5,OCR,New Sale,1184,16 to 20,97.0,Dec-17
PARC RIVIERA,1253000,1265,5,OCR,New Sale,990,26 to 30,97.0,Dec-17
ISLAND VIEW,4000000,1143,5,RCR,Resale,3498,01 to 05,999.0,Dec-17
QUEENS PEAK,1289000,1663,3,RCR,New Sale,775,16 to 20,97.0,Dec-17
HIGHLINE RESIDENCES,2050000,1671,3,RCR,New Sale,1227,01 to 05,95.0,Dec-17
PARC RIVIERA,962000,1354,5,OCR,New Sale,710,31 to 35,97.0,Dec-17
QUEENS PEAK,1459620,1541,3,RCR,New Sale,947,16 to 20,97.0,Dec-17
RIVER PLACE,1400000,1355,3,RCR,Resale,1033,06 to 10,77.0,Dec-17
MERAPRIME,1935000,1473,3,RCR,Resale,1313,16 to 20,85.0,Dec-17
PARC RIVIERA,1289000,1119,5,OCR,New Sale,1152,06 to 10,97.0,Dec-17
THE INTERLACE,1350000,1037,4,RCR,Resale,1302,01 to 05,91.0,Dec-17
CARIBBEAN AT KEPPEL BAY,1850000,1444,4,RCR,Resale,1281,06 to 10,81.0,Dec-17
CORALS AT KEPPEL BAY,1785000,1951,4,RCR,Resale,915,06 to 10,89.0,Dec-17
QUEENS,1332000,1125,3,RCR,Resale,1184,16 to 20,80.0,Dec-17
QUEENS PEAK,1491000,1753,3,RCR,New Sale,850,31 to 35,97.0,Dec-17
THE CREST,1947000,1966,3,RCR,Resale,990,21 to 25,94.0,Dec-17
PARC RIVIERA,819000,1359,5,OCR,New Sale,603,31 to 35,97.0,Dec-17
THE MAYLEA,780000,1394,5,RCR,Resale,560,01 to 05,999.0,Dec-17
PARC RIVIERA,1499000,1266,5,OCR,New Sale,1184,31 to 35,97.0,Dec-17
PARC RIVIERA,1279000,1292,5,OCR,New Sale,990,31 to 35,97.0,Nov-17
QUEENS PEAK,1219920,1574,3,RCR,New Sale,775,11 to 15,97.0,Nov-17
QUEENS PEAK,1474000,1556,3,RCR,New Sale,947,11 to 15,97.0,Nov-17
QUEENS PEAK,1288000,1662,3,RCR,New Sale,775,21 to 25,97.0,Nov-17
THE CREST,2990790,1930,3,RCR,Resale,1550,16 to 20,94.0,Nov-17
QUEENS PEAK,1311000,1692,3,RCR,New Sale,775,16 to 20,97.0,Nov-17
PRINCIPAL GARDEN,1403000,1829,3,RCR,New Sale,764,16 to 20,96.0,Nov-17
QUEENS PEAK,1294000,1670,3,RCR,New Sale,775,21 to 25,97.0,Nov-17
DOVER PARKVIEW,1050000,1121,5,RCR,Resale,936,11 to 15,75.0,Nov-17
PARC IMPERIAL,680000,1662,5,RCR,Resale,409,01 to 05,999.0,Nov-17
REFLECTIONS AT KEPPEL BAY,3700000,1809,4,RCR,Resale,2045,31 to 35,88.0,Nov-17
PARC RIVIERA,1135000,1146,5,OCR,New Sale,990,06 to 10,97.0,Nov-17
CARIBBEAN AT KEPPEL BAY,1430000,1620,4,RCR,Resale,883,06 to 10,81.0,Nov-17
REFLECTIONS AT KEPPEL BAY,3064600,1837,4,RCR,Resale,1668,01 to 05,88.0,Nov-17
THE INTERLACE,3032000,751,4,RCR,Resale,4037,06 to 10,91.0,Nov-17
HIGHLINE RESIDENCES,1850000,1637,3,RCR,New Sale,1130,01 to 05,95.0,Nov-17
WESTCOVE CONDOMINIUM,933000,833,5,OCR,Resale,1119,01 to 05,77.0,Nov-17
PARC RIVIERA,1117200,1236,5,OCR,New Sale,904,21 to 25,97.0,Nov-17
PARC RIVIERA,1487000,1256,5,OCR,New Sale,1184,31 to 35,97.0,Nov-17
MERAPRIME,1590000,1420,3,RCR,Resale,1119,11 to 15,85.0,Nov-17
DOVER PARKVIEW,1038000,1071,5,RCR,Resale,969,01 to 05,75.0,Nov-17
WEST BAY CONDOMINIUM,930000,765,5,OCR,Resale,1216,01 to 05,73.0,Nov-17
THE INTERLACE,1500000,1267,4,RCR,Resale,1184,11 to 15,91.0,Nov-17
PARC RIVIERA,1438000,1249,5,OCR,New Sale,1152,31 to 35,97.0,Nov-17
HIGHLINE RESIDENCES,1850000,1535,3,RCR,New Sale,1206,01 to 05,95.0,Nov-17
QUEENS PEAK,1299000,1676,3,RCR,New Sale,775,16 to 20,97.0,Nov-17
QUEENS PEAK,1329000,1715,3,RCR,New Sale,775,21 to 25,97.0,Nov-17
PASIR VIEW PARK,1565000,1069,5,RCR,Resale,1464,01 to 05,999.0,Nov-17
THE PARC CONDOMINIUM,1272888,1299,5,OCR,Resale,980,06 to 10,999.0,Nov-17
REGENT PARK,900000,919,5,OCR,Resale,980,06 to 10,75.0,Nov-17
PARC RIVIERA,1654000,966,5,OCR,New Sale,1711,36 to 40,97.0,Nov-17
PARC RIVIERA,895000,1260,5,OCR,New Sale,710,16 to 20,97.0,Nov-17
HERITAGE VIEW,1350000,1130,5,RCR,Resale,1195,11 to 15,78.0,Nov-17
REFLECTIONS AT KEPPEL BAY,3645950,1914,4,RCR,Resale,1905,06 to 10,88.0,Nov-17
THE TRILINQ,898000,1669,5,OCR,New Sale,538,26 to 30,94.0,Nov-17
HIGHLINE RESIDENCES,1750000,1548,3,RCR,New Sale,1130,01 to 05,95.0,Nov-17
QUEENS PEAK,1850280,1754,3,RCR,New Sale,1055,36 to 40,97.0,Nov-17
QUEENS PEAK,1466760,1548,3,RCR,New Sale,947,16 to 20,97.0,Nov-17
QUEENS PEAK,1245000,1606,3,RCR,New Sale,775,11 to 15,97.0,Nov-17
QUEENS PEAK,1399000,1733,3,RCR,New Sale,807,26 to 30,97.0,Nov-17
QUEENS PEAK,1433100,1664,3,RCR,New Sale,861,26 to 30,97.0,Nov-17
QUEENS PEAK,1387000,1718,3,RCR,New Sale,807,21 to 25,97.0,Nov-17
QUEENS PEAK,1264000,1631,3,RCR,New Sale,775,16 to 20,97.0,Nov-17
QUEENS PEAK,1445340,1526,3,RCR,New Sale,947,16 to 20,97.0,Nov-17
QUEENS PEAK,1309000,1621,3,RCR,New Sale,807,16 to 20,97.0,Nov-17
QUEENS PEAK,1452480,1730,3,RCR,New Sale,840,31 to 35,97.0,Nov-17
QUEENS PEAK,1323000,1707,3,RCR,New Sale,775,21 to 25,97.0,Nov-17
QUEENS PEAK,1266000,1568,3,RCR,New Sale,807,11 to 15,97.0,Nov-17
QUEENS PEAK,1725840,1724,3,RCR,New Sale,1001,31 to 35,97.0,Nov-17
QUEENS PEAK,1536000,1640,3,RCR,New Sale,936,31 to 35,97.0,Nov-17
PRINCIPAL GARDEN,1409000,1844,3,RCR,New Sale,764,21 to 25,96.0,Nov-17
QUEENS PEAK,1531160,1635,3,RCR,New Sale,936,31 to 35,97.0,Nov-17
PARC RIVIERA,1273000,1285,5,OCR,New Sale,990,26 to 30,97.0,Nov-17
QUEENS PEAK,1393000,1726,3,RCR,New Sale,807,21 to 25,97.0,Nov-17
QUEENS PEAK,1440240,1694,3,RCR,New Sale,850,26 to 30,97.0,Nov-17
QUEENS PEAK,1539180,1833,3,RCR,New Sale,840,36 to 40,97.0,Nov-17
THE METROPOLITAN CONDOMINIUM,1890000,1383,3,RCR,Resale,1367,36 to 40,88.0,Nov-17
QUEENS PEAK,1480000,1562,3,RCR,New Sale,947,21 to 25,97.0,Nov-17
QUEENS PEAK,1301000,1679,3,RCR,New Sale,775,21 to 25,97.0,Nov-17
HUNDRED TREES,950000,1209,5,OCR,Resale,786,11 to 15,867.0,Nov-17
QUEENS PEAK,1836000,1740,3,RCR,New Sale,1055,36 to 40,97.0,Nov-17
QUEENS PEAK,1532040,1825,3,RCR,New Sale,840,36 to 40,97.0,Nov-17
PRINCIPAL GARDEN,1406000,1833,3,RCR,New Sale,764,16 to 20,96.0,Nov-17
HARBOUR VIEW TOWERS,980000,1230,4,RCR,Resale,797,16 to 20,72.0,Nov-17
REFLECTIONS AT KEPPEL BAY,2439720,1619,4,RCR,Resale,1507,21 to 25,88.0,Nov-17
QUEENS PEAK,1280000,1652,3,RCR,New Sale,775,11 to 15,97.0,Nov-17
THE PARC CONDOMINIUM,1600000,1315,5,OCR,Resale,1216,16 to 20,999.0,Nov-17
QUEENS PEAK,1524090,1627,3,RCR,New Sale,936,26 to 30,97.0,Nov-17
QUEENS PEAK,1548360,1798,3,RCR,New Sale,861,36 to 40,97.0,Nov-17
QUEENS PEAK,1517760,1808,3,RCR,New Sale,840,36 to 40,97.0,Nov-17
QUEENS PEAK,2470440,1639,3,RCR,New Sale,1507,41 to 45,97.0,Nov-17
QUEENS PEAK,1489000,1729,3,RCR,New Sale,861,31 to 35,97.0,Nov-17
QUEENS PEAK,1704420,1703,3,RCR,New Sale,1001,31 to 35,97.0,Nov-17
QUEENS PEAK,1431060,1704,3,RCR,New Sale,840,31 to 35,97.0,Nov-17
HARBOUR VIEW TOWERS,1330000,1065,4,RCR,Resale,1249,01 to 05,72.0,Nov-17
QUEENS PEAK,1602870,1712,3,RCR,New Sale,936,31 to 35,97.0,Nov-17
EMERALD GARDEN,2060000,1636,1,RCR,Resale,1259,06 to 10,809.0,Nov-17
THE TRILINQ,1398000,1047,5,OCR,New Sale,1335,01 to 05,94.0,Nov-17
QUEENS PEAK,1438200,1713,3,RCR,New Sale,840,31 to 35,97.0,Nov-17
BLUE HORIZON,1208000,1039,5,OCR,Resale,1163,11 to 15,82.0,Nov-17
THE INTERLACE,2100000,1102,4,RCR,Resale,1905,06 to 10,91.0,Nov-17
CARIBBEAN AT KEPPEL BAY,1380000,1545,4,RCR,Resale,893,06 to 10,81.0,Nov-17
THE BERTH BY THE COVE,2100000,1309,4,CCR,Resale,1604,01 to 05,86.0,Nov-17
RIVER PLACE,1610000,1289,3,RCR,Resale,1249,01 to 05,77.0,Nov-17
HIGHLINE RESIDENCES,1950000,1725,3,RCR,New Sale,1130,01 to 05,95.0,Nov-17
QUEENS,1650000,1170,3,RCR,Resale,1410,01 to 05,80.0,Nov-17
VILLA DE WEST,1055000,1114,5,RCR,Resale,947,01 to 05,999.0,Nov-17
THE TRILINQ,1656000,1231,5,OCR,New Sale,1346,16 to 20,94.0,Nov-17
THE GRANDHILL,1600000,1135,5,RCR,Resale,1410,01 to 05,999.0,Nov-17
THE TRILINQ,896000,1665,5,OCR,New Sale,538,26 to 30,94.0,Nov-17
CORALS AT KEPPEL BAY,3388000,2156,4,RCR,Resale,1572,01 to 05,89.0,Nov-17
HIGHLINE RESIDENCES,1950000,1725,3,RCR,New Sale,1130,01 to 05,95.0,Nov-17
BLUE HORIZON,1290000,1061,5,OCR,Resale,1216,21 to 25,82.0,Nov-17
THE TRILINQ,1368000,1234,5,OCR,New Sale,1109,06 to 10,94.0,Nov-17
THE PARC CONDOMINIUM,1988888,884,5,OCR,Resale,2250,01 to 05,999.0,Nov-17
MONTEREY PARK CONDOMINIUM,1200000,1052,5,OCR,Resale,1141,01 to 05,867.0,Nov-17
THE FORESTA @ MOUNT FABER,1200000,1798,4,RCR,Resale,667,01 to 05,999.0,Nov-17
QUEENS PEAK,1473900,1556,3,RCR,New Sale,947,21 to 25,97.0,Nov-17
MARINA BAY RESIDENCES,5348700,2701,1,CCR,Resale,1981,11 to 15,87.0,Nov-17
THE ANCHORAGE,2175000,1189,3,RCR,Resale,1830,06 to 10,999.0,Nov-17
PARC RIVIERA,1095000,1211,5,OCR,New Sale,904,16 to 20,97.0,Nov-17
QUEENS PEAK,1495320,1579,3,RCR,New Sale,947,21 to 25,97.0,Nov-17
HIGHLINE RESIDENCES,2100000,1823,3,RCR,New Sale,1152,11 to 15,95.0,Nov-17
QUEENS PEAK,1691560,1690,3,RCR,New Sale,1001,31 to 35,97.0,Nov-17
